Time,AM23,AM20,AM24,AM6,AM25,AM26,AM12,AM21,AM27
2023-11-23 08:30:47,  -343,   716, -2450,    86,   930,  1143,  2041,   776,  2325
2023-11-23 09:30:47,  -343,   713, -2450,    86,   931,  1144,  2045,   918,  2307
2023-11-23 10:30:48,  -343,   708, -2450,    86,   930,  1143,  2041,   840,  2271
2023-11-23 11:30:49,  -343,   709, -2450,    86,   931,  1143,  1695,   775,  2253
2023-11-23 12:30:50,  -343,   711, -2450,   101,   930,  1144,  2564,   917,  2217
2023-11-23 13:30:51,  -343,   713, -2450,    98,   930,  1026,  1695,   840,  2181
2023-11-23 13:40:21,  -343,     0, -2450,    98,   931,  1143,  2041,   775,  2181
2023-11-23 14:40:22,  -343,   718, -2450,    59,   930,  1144,  1695,   775,  2145
2023-11-23 15:27:15,  -343,     0, -2450,    -1,   852,  1143,  2045,   776,  2127
2023-11-23 16:27:16,  -343,   709, -2450,    84,   930,  1143,  1695,   775,  2091
2023-11-23 17:27:17,  -343,   709, -2450,    86,   931,  1143,  1698,   629,  2073
2023-11-23 18:27:18,  -343,   709, -2450,    86,   851,  1481,  1449,   672,  2037
2023-11-23 19:27:19,  -343,   710, -2450,    89,   851,  1481,  1266,   529,  2037
2023-11-23 20:27:20,  -343,   711, -2450,    89,   851,  1484,  1267,   529,  2037
2023-11-23 21:27:20,  -343,   711, -2450,    89,   930,  1292,  1266,   559,  2055
2023-11-23 22:27:21,  -343,   713, -2450,    89,   851,  1484,  1267,   529,  2055
2023-11-23 23:27:22,  -343,   711, -2450,    89,   851,  1292,  1124,   529,  2073
2023-11-24 00:27:23,  -343,   714, -2450,    91,   852,  1290,   918,   418,  2091
2023-11-24 01:27:24,  -343,   713, -2450,    91,   852,  1484,   917,   402,  2127
2023-11-24 02:27:24,  -343,   714, -2450,    91,   851,  1484,   840,   359,  2163
2023-11-24 03:27:25,  -343,   714, -2450,    92,   851,  1484,   917,   402,  2199
2023-11-24 04:27:26,  -343,   714, -2450,    92,   852,  1481,   840,   386,  2235
2023-11-24 05:27:27,  -345,   714, -2450,    92,   851,  1484,  1011,   457,  2271
2023-11-24 06:27:28,  -343,   715, -2450,    91,   851,  1481,  1449,   559,  2271
2023-11-24 07:27:28,  -343,   714, -2450,    92,   851,  1484,  1695,   671,  2289
2023-11-24 08:27:29,  -343,   716, -2450,    91,   852,  1481,  2041,   840,  2289
2023-11-24 09:27:30,  -343,   714, -2450,    91,   851,  1481,  2564,  1010,  2271
2023-11-24 10:27:31,  -343,   714, -2450,   101,   851,  1481,  2041,   917,  2253
2023-11-24 11:27:32,  -343,   714, -2450,   101,   852,  1484,  2041,   840,  2217
2023-11-24 12:27:33,  -343,   715, -2450,    96,   851,  1292,  2041,   840,  2181
2023-11-24 13:27:34,  -343,   720, -2450,    86,   851,  1481,  1695,   775,  2163
2023-11-24 14:27:35,  -343,   718, -2450,    76,   851,  1481,  2041,   840,  2127
2023-11-24 15:27:35,  -343,   717, -2450,    66,   852,  1481,  1695,   841,  2109
2023-11-24 16:27:36,  -343,   719, -2450,    57,   851,  1481,  1695,   775,  2091
2023-11-24 17:27:37,  -343,   717, -2450,    49,   852,  1484,  1695,   720,  2073
2023-11-24 18:27:38,  -343,   718, -2450,    55,   851,  1481,  1451,   629,  2055
2023-11-24 19:27:39,  -345,   717, -2450,    58,   852,  1479,  1266,   592,  2055
2023-11-24 20:27:40,  -343,   718, -2450,    62,   851,  1481,  1125,   529,  2055
2023-11-24 21:27:40,  -343,   717, -2450,    66,   851,  1481,  1124,   478,  2073
2023-11-24 22:27:41,  -343,   719, -2450,    69,   851,  1484,  1266,   559,  2091
2023-11-24 23:27:42,  -343,   721, -2450,    71,   852,  1481,  1011,   457,  2109
2023-11-25 00:27:43,  -343,   719, -2450,    74,   851,  1484,   917,   402,  2127
2023-11-25 01:27:44,  -343,   719, -2450,    76,   851,  1290,   840,   386,  2163
2023-11-25 02:27:44,  -343,   717, -2450,    79,   851,  1481,   840,   346,  2199
2023-11-25 03:27:45,  -345,   718, -2450,    81,   851,  1481,   775,   346,  2235
2023-11-25 04:27:46,  -343,   718, -2450,    83,   852,  1481,   841,   346,  2271
2023-11-25 05:27:47,  -343,   718, -2450,    84,   852,  1290,   917,   386,  2307
2023-11-25 06:27:48,  -343,   717, -2450,    86,   852,  1481,  1266,   503,  2325
2023-11-25 07:27:48,  -343,   717, -2451,    86,   851,  1290,  1124,   503,  2361
2023-11-25 08:27:49,  -343,   717, -2450,    88,   851,  1481,  1695,   775,  2361
2023-11-25 09:27:50,  -343,   716, -2450,    89,   852,  1481,  2041,   840,  2361
2023-11-25 10:27:51,  -343,   715, -2450,    91,   930,  1484,  2045,   775,  2343
2023-11-25 11:27:52,  -343,   716, -2450,    91,   851,  1290,  1695,   776,  2343
2023-11-25 12:27:53,  -343,   716, -2450,    91,   852,  1484,  1698,   776,  2325
2023-11-25 13:27:54,  -343,   716, -2450,    93,   852,  1290,  1451,   629,  2307
2023-11-25 14:27:55,  -343,   716, -2450,    93,   851,  1292,  1449,   671,  2289
2023-11-25 15:27:55,  -343,   714, -2450,    94,   851,  1292,  1449,   671,  2289
2023-11-25 16:27:56,  -343,   713, -2450,    95,   852,  1481,  1266,   559,  2271
2023-11-25 17:27:57,  -343,   715, -2451,    94,   852,  1481,  1449,   629,  2271
2023-11-25 18:27:58,  -343,   713, -2450,    94,   852,  1481,  1449,   672,  2271
2023-11-25 19:27:59,  -343,   712, -2450,    96,   852,  1484,  1267,   529,  2271
2023-11-25 20:28:00,  -343,   714, -2450,    96,   851,  1481,  1124,   529,  2289
2023-11-25 21:28:00,  -343,   714, -2450,    96,   931,  1481,  1124,   529,  2307
2023-11-25 22:28:01,  -343,   714, -2450,    96,   851,  1481,  1124,   479,  2325
2023-11-25 23:28:02,  -345,   716, -2450,    98,   851,  1292,  1010,   457,  2343
2023-11-26 00:28:03,  -343,   717, -2450,    98,   851,  1484,   917,   437,  2361
2023-11-26 01:28:04,  -343,   716, -2450,    99,   852,  1481,   917,   386,  2397
2023-11-26 02:28:04,  -343,   716, -2450,    99,   851,  1484,   917,   386,  2415
2023-11-26 03:28:05,  -343,   715, -2450,    99,   851,  1481,   840,   346,  2469
2023-11-26 04:28:06,  -343,   716, -2450,   100,   851,  1481,   775,   335,  2505
2023-11-26 05:28:07,  -343,   716, -2450,   101,   851,  1481,   840,   358,  2523
2023-11-26 06:28:08,  -343,   716, -2450,   101,   851,  1290,  1124,   478,  2559
2023-11-26 07:28:08,  -343,   719, -2450,   101,   851,  1481,  1266,   559,  2577
2023-11-26 08:28:09,  -343,   715, -2450,   101,   852,  1481,  1124,   529,  2577
2023-11-26 09:28:10,  -343,   704, -2450,    99,   930,  1481,  1695,   719,  2595
2023-11-26 10:28:11,  -343,   707, -2450,    99,   678,  1144,  1449,   629,  2595
2023-11-26 11:28:12,  -343,   709, -2450,    99,   678,  1143,  1449,   559,  2595
2023-11-26 12:28:13,  -343,   712, -2450,    99,   635,  1143,  1695,   719,  2577
2023-11-26 13:28:14,  -343,   715, -2450,    99,   678,  1144,  1695,   776,  2559
2023-11-26 14:28:15,  -343,   715, -2450,    99,   678,  1143,  1451,   592,  2541
2023-11-26 15:28:16,  -343,   715, -2450,    99,   678,  1144,  1266,   592,  2523
2023-11-26 16:28:16,  -343,   709, -2450,    99,   635,  1143,  1449,   592,  2505
2023-11-26 17:28:17,  -343,   707, -2450,    99,   635,  1143,  1695,   672,  2505
2023-11-26 18:28:18,  -343,   707, -2450,   101,   678,  1143,  1124,   529,  2505
2023-11-26 19:28:19,  -343,   711, -2450,   101,   678,  1143,  1267,   559,  2487
2023-11-26 20:28:20,  -343,   708, -2450,   101,   678,  1144,  1266,   529,  2487
2023-11-26 21:28:20,  -343,   708, -2450,   101,   678,  1143,  1266,   559,  2487
2023-11-26 22:28:21,  -343,   709, -2450,   101,   635,  1144,  1125,   529,  2487
2023-11-26 23:28:22,  -343,   711, -2450,   103,   635,  1143,   917,   402,  2487
2023-11-27 00:28:23,  -343,   710, -2450,   103,   635,  1143,   917,   402,  2487
2023-11-27 01:28:24,  -343,   709, -2450,   105,   635,  1027,   775,   324,  2505
2023-11-27 02:28:24,  -345,   709, -2450,   104,   635,  1143,   776,   359,  2523
2023-11-27 03:28:25,  -343,   711, -2450,   105,   678,  1026,  1124,   503,  2541
2023-11-27 04:28:26,  -343,   710, -2450,   106,   635,  1143,   840,   358,  2559
2023-11-27 05:28:27,  -343,   713, -2450,   105,   678,  1144,  1449,   592,  2577
2023-11-27 06:28:28,  -345,   712, -2450,   104,   678,  1027,  1695,   629,  2577
2023-11-27 07:28:29,  -343,   713, -2450,   104,   678,  1143,  1698,   719,  2559
2023-11-27 08:28:29,  -343,   715, -2450,   104,   635,  1484,  2041,   841,  2541
